"","union","performance","framing","id","group","round","trial","overextraction","observer","overext_observed","report","punished","round_profit"
"406",2,1,1,1926,1,4,0,0,-1,-1,0,0,1000
"407",2,1,1,2247,1,4,0,0,-1,-1,0,0,1000
"408",2,1,1,2568,2,4,0,0,-1,-1,0,0,990
"409",2,1,1,2889,1,4,0,0,-1,-1,0,0,1000
"410",2,1,1,3210,2,4,0,0,-1,-1,0,0,990
"411",2,1,1,321,2,5,0,0,-1,-1,0,0,990
"412",2,1,1,642,1,5,0,0,-1,-1,0,0,1000
"413",2,1,1,963,2,5,0,0,-1,-1,0,0,990
"414",2,1,1,1284,2,5,0,1,-1,-1,0,0,1000
"415",2,1,1,1605,1,5,0,0,-1,-1,0,0,1000
"416",2,1,1,1926,1,5,0,0,-1,-1,0,0,1000
"417",2,1,1,2247,1,5,0,0,-1,-1,0,0,1000
"418",2,1,1,2568,2,5,0,1,-1,-1,0,0,1000
"419",2,1,1,2889,1,5,0,0,-1,-1,0,0,1000
"420",2,1,1,3210,2,5,0,0,-1,-1,0,0,990
"421",2,1,1,321,2,6,0,0,-1,-1,0,0,980
"422",2,1,1,642,1,6,0,0,-1,-1,0,0,1000
"423",2,1,1,963,2,6,0,0,-1,-1,0,0,980
"424",2,1,1,1284,2,6,0,2,-1,-1,0,0,1010
"425",2,1,1,1605,1,6,0,0,-1,-1,0,0,1000
"426",2,1,1,1926,1,6,0,0,-1,-1,0,0,1000
"427",2,1,1,2247,1,6,0,0,-1,-1,0,0,1000
"428",2,1,1,2568,2,6,0,1,-1,-1,0,0,1000
"429",2,1,1,2889,1,6,0,0,-1,-1,0,0,1000
"430",2,1,1,3210,2,6,0,0,-1,-1,0,0,980
"431",2,1,1,321,2,7,0,0,-1,-1,0,0,990
"432",2,1,1,642,1,7,0,0,-1,-1,0,0,1000
"433",2,1,1,963,2,7,0,0,-1,-1,0,0,990
"434",2,1,1,1284,2,7,0,0,-1,-1,0,0,990
"435",2,1,1,1605,1,7,0,0,-1,-1,0,0,1000
"436",2,1,1,1926,1,7,0,0,-1,-1,0,0,1000
"437",2,1,1,2247,1,7,0,0,-1,-1,0,0,1000
"438",2,1,1,2568,2,7,0,1,-1,-1,0,0,1010
"439",2,1,1,2889,1,7,0,0,-1,-1,0,0,1000
"440",2,1,1,3210,2,7,0,0,-1,-1,0,0,990
"441",2,1,1,321,2,8,0,0,-1,-1,0,0,980
"442",2,1,1,642,1,8,0,0,-1,-1,0,0,1000
"443",2,1,1,963,2,8,0,0,-1,-1,0,0,980
"444",2,1,1,1284,2,8,0,2,-1,-1,0,0,1010
"445",2,1,1,1605,1,8,0,0,-1,-1,0,0,1000
"446",2,1,1,1926,1,8,0,0,-1,-1,0,0,1000
"447",2,1,1,2247,1,8,0,0,-1,-1,0,0,1000
"448",2,1,1,2568,2,8,0,1,-1,-1,0,0,1000
"449",2,1,1,2889,1,8,0,0,-1,-1,0,0,1000
"450",2,1,1,3210,2,8,0,0,-1,-1,0,0,980
"451",2,1,1,321,2,9,0,0,-1,-1,0,0,970
"452",2,1,1,642,1,9,0,0,-1,-1,0,0,1000
"453",2,1,1,963,2,9,0,0,-1,-1,0,0,970
"454",2,1,1,1284,2,9,0,5,-1,-1,0,0,1040
"455",2,1,1,1605,1,9,0,0,-1,-1,0,0,1000
"456",2,1,1,1926,1,9,0,0,-1,-1,0,0,1000
"457",2,1,1,2247,1,9,0,0,-1,-1,0,0,1000
"458",2,1,1,2568,2,9,0,1,-1,-1,0,0,980
"459",2,1,1,2889,1,9,0,0,-1,-1,0,0,1000
"460",2,1,1,3210,2,9,0,0,-1,-1,0,0,970
"461",2,1,1,321,2,10,0,0,-1,-1,0,0,980
"462",2,1,1,642,1,10,0,0,-1,-1,0,0,1000
"463",2,1,1,963,2,10,0,0,-1,-1,0,0,980
"464",2,1,1,1284,2,10,0,2,-1,-1,0,0,1010
"465",2,1,1,1605,1,10,0,0,-1,-1,0,0,1000
"466",2,1,1,1926,1,10,0,0,-1,-1,0,0,1000
"467",2,1,1,2247,1,10,0,0,-1,-1,0,0,1000
"468",2,1,1,2568,2,10,0,1,-1,-1,0,0,1000
"469",2,1,1,2889,1,10,0,0,-1,-1,0,0,1000
"470",2,1,1,3210,2,10,0,0,-1,-1,0,0,980
"471",2,1,1,321,2,11,0,0,-1,-1,0,0,970
"472",2,1,1,642,1,11,0,0,-1,-1,0,0,1000
"473",2,1,1,963,2,11,0,0,-1,-1,0,0,970
"474",2,1,1,1284,2,11,0,4,-1,-1,0,0,1030
"475",2,1,1,1605,1,11,0,0,-1,-1,0,0,1000
"476",2,1,1,1926,1,11,0,0,-1,-1,0,0,1000
"477",2,1,1,2247,1,11,0,0,-1,-1,0,0,1000
"478",2,1,1,2568,2,11,0,1,-1,-1,0,0,990
"479",2,1,1,2889,1,11,0,0,-1,-1,0,0,1000
"480",2,1,1,3210,2,11,0,0,-1,-1,0,0,970
"481",2,1,1,321,2,12,0,0,-1,-1,0,0,980
"482",2,1,1,642,1,12,0,0,-1,-1,0,0,1000
"483",2,1,1,963,2,12,0,0,-1,-1,0,0,980
"484",2,1,1,1284,2,12,0,3,-1,-1,0,0,1020
"485",2,1,1,1605,1,12,0,0,-1,-1,0,0,1000
"486",2,1,1,1926,1,12,0,0,-1,-1,0,0,1000
"487",2,1,1,2247,1,12,0,0,-1,-1,0,0,1000
"488",2,1,1,2568,2,12,0,1,-1,-1,0,0,990
"489",2,1,1,2889,1,12,0,0,-1,-1,0,0,1000
"490",2,1,1,3210,2,12,0,0,-1,-1,0,0,980
"491",2,1,1,321,2,13,0,0,-1,-1,0,0,970
"492",2,1,1,642,1,13,0,0,-1,-1,0,0,1000
"493",2,1,1,963,2,13,0,0,-1,-1,0,0,970
"494",2,1,1,1284,2,13,0,4,-1,-1,0,0,1030
"495",2,1,1,1605,1,13,0,0,-1,-1,0,0,1000
"496",2,1,1,1926,1,13,0,0,-1,-1,0,0,1000
"497",2,1,1,2247,1,13,0,0,-1,-1,0,0,1000
"498",2,1,1,2568,2,13,0,1,-1,-1,0,0,990
"499",2,1,1,2889,1,13,0,0,-1,-1,0,0,1000
"500",2,1,1,3210,2,13,0,0,-1,-1,0,0,970
"501",2,1,1,321,2,17,0,0,1,0,0,0,1000
"502",2,1,1,642,1,17,0,0,0,-1,0,0,1000
"503",2,1,1,963,2,17,0,0,0,-1,0,0,1000
"504",2,1,1,1284,2,17,0,0,0,-1,0,0,1000
"505",2,1,1,1605,1,17,0,0,-1,-1,0,0,1000
"506",2,1,1,1926,1,17,0,0,1,0,0,0,1000
"507",2,1,1,2247,1,17,0,0,1,0,0,0,1000
"508",2,1,1,2568,2,17,0,0,-1,-1,0,0,1000
"509",2,1,1,2889,1,17,0,0,0,-1,0,0,1000
"510",2,1,1,3210,2,17,0,0,1,0,0,0,1000
"511",2,1,1,321,2,18,0,0,1,40,1,0,790
"512",2,1,1,642,1,18,0,0,1,0,0,0,1000
"513",2,1,1,963,2,18,0,0,1,1,1,0,790
"514",2,1,1,1284,2,18,0,40,0,-1,0,1,0
"515",2,1,1,1605,1,18,0,0,-1,-1,0,0,1000
"516",2,1,1,1926,1,18,0,0,0,-1,0,0,1000
"517",2,1,1,2247,1,18,0,0,0,-1,0,0,1000
"518",2,1,1,2568,2,18,0,1,0,-1,0,1,0
"519",2,1,1,2889,1,18,0,0,1,0,0,0,1000
"520",2,1,1,3210,2,18,0,0,-1,-1,0,0,790
"521",2,1,1,321,2,19,0,0,-1,-1,0,0,740
"522",2,1,1,642,1,19,0,0,-1,-1,0,0,1000
"523",2,1,1,963,2,19,0,0,0,-1,0,0,740
"524",2,1,1,1284,2,19,0,50,1,0,0,0,1490
"525",2,1,1,1605,1,19,0,0,1,0,0,0,1000
"526",2,1,1,1926,1,19,0,0,0,-1,0,0,1000
"527",2,1,1,2247,1,19,0,0,0,-1,0,0,1000
"528",2,1,1,2568,2,19,0,1,0,-1,0,1,0
"529",2,1,1,2889,1,19,0,0,1,0,0,0,1000
"530",2,1,1,3210,2,19,0,0,1,1,1,0,740
"531",2,1,1,321,2,20,0,0,-1,-1,0,0,990
"532",2,1,1,642,1,20,0,0,0,-1,0,0,1000
"533",2,1,1,963,2,20,0,0,1,1,1,0,990
"534",2,1,1,1284,2,20,0,0,1,0,0,0,990
"535",2,1,1,1605,1,20,0,0,1,0,0,0,1000
"536",2,1,1,1926,1,20,0,0,-1,-1,0,0,1000
"537",2,1,1,2247,1,20,0,0,1,0,0,0,1000
"538",2,1,1,2568,2,20,0,1,0,-1,0,1,0
"539",2,1,1,2889,1,20,0,0,0,-1,0,0,1000
"540",2,1,1,3210,2,20,0,0,0,-1,0,0,990
"541",2,1,1,321,2,21,0,0,1,1,1,0,740
"542",2,1,1,642,1,21,0,0,0,-1,0,0,1000
"543",2,1,1,963,2,21,0,0,1,50,1,0,740
"544",2,1,1,1284,2,21,0,50,0,-1,0,1,0
"545",2,1,1,1605,1,21,0,0,-1,-1,0,0,1000
"546",2,1,1,1926,1,21,0,0,0,-1,0,0,1000
"547",2,1,1,2247,1,21,0,0,1,0,0,0,1000
"548",2,1,1,2568,2,21,0,1,0,-1,0,1,0
"549",2,1,1,2889,1,21,0,0,1,0,0,0,1000
"550",2,1,1,3210,2,21,0,0,-1,-1,0,0,740
"551",2,1,1,321,2,22,0,0,1,0,0,0,990
"552",2,1,1,642,1,22,0,0,1,0,0,0,1000
"553",2,1,1,963,2,22,0,0,0,-1,0,0,990
"554",2,1,1,1284,2,22,0,0,1,0,0,0,990
"555",2,1,1,1605,1,22,0,0,-1,-1,0,0,1000
"556",2,1,1,1926,1,22,0,0,0,-1,0,0,1000
"557",2,1,1,2247,1,22,0,0,0,-1,0,0,1000
"558",2,1,1,2568,2,22,0,1,-1,-1,0,0,1010
"559",2,1,1,2889,1,22,0,0,1,0,0,0,1000
"560",2,1,1,3210,2,22,0,0,0,-1,0,0,990
"561",2,1,1,321,2,23,0,0,-1,-1,0,0,990
"562",2,1,1,642,1,23,0,0,0,-1,0,0,1000
"563",2,1,1,963,2,23,0,0,0,-1,0,0,990
"564",2,1,1,1284,2,23,0,0,1,0,0,0,990
"565",2,1,1,1605,1,23,0,0,0,-1,0,0,1000
"566",2,1,1,1926,1,23,0,0,1,0,0,0,1000
"567",2,1,1,2247,1,23,0,0,1,0,0,0,1000
"568",2,1,1,2568,2,23,0,1,1,0,0,0,1010
"569",2,1,1,2889,1,23,0,0,-1,-1,0,0,1000
"570",2,1,1,3210,2,23,0,0,0,-1,0,0,990
"571",2,1,1,321,2,24,0,0,1,0,0,0,940
"572",2,1,1,642,1,24,0,0,1,0,0,0,1000
"573",2,1,1,963,2,24,0,0,1,12,1,0,940
"574",2,1,1,1284,2,24,0,0,0,-1,0,0,940
"575",2,1,1,1605,1,24,0,0,-1,-1,0,0,1000
"576",2,1,1,1926,1,24,0,0,0,-1,0,0,1000
"577",2,1,1,2247,1,24,0,0,1,0,0,0,1000
"578",2,1,1,2568,2,24,0,12,0,-1,0,1,0
"579",2,1,1,2889,1,24,0,0,0,-1,0,0,1000
"580",2,1,1,3210,2,24,0,0,-1,-1,0,0,940
"581",2,1,1,321,2,25,0,0,0,-1,0,0,750
"582",2,1,1,642,1,25,0,0,1,0,0,0,1000
"583",2,1,1,963,2,25,0,0,-1,-1,0,0,750
"584",2,1,1,1284,2,25,0,50,0,-1,0,0,1500
"585",2,1,1,1605,1,25,0,0,1,0,0,0,1000
"586",2,1,1,1926,1,25,0,0,0,-1,0,0,1000
"587",2,1,1,2247,1,25,0,0,0,-1,0,0,1000
"588",2,1,1,2568,2,25,0,0,1,0,0,0,750
"589",2,1,1,2889,1,25,0,0,-1,-1,0,0,1000
"590",2,1,1,3210,2,25,0,0,1,50,0,0,1000
"591",2,1,1,321,2,26,0,0,-1,-1,0,0,990
"592",2,1,1,642,1,26,0,0,-1,-1,0,0,1000
"593",2,1,1,963,2,26,0,0,1,0,0,0,990
"594",2,1,1,1284,2,26,0,0,1,1,0,0,1240
"595",2,1,1,1605,1,26,0,0,0,-1,0,0,1000
"596",2,1,1,1926,1,26,0,0,0,-1,0,0,1000
"597",2,1,1,2247,1,26,0,0,1,0,0,0,1000
"598",2,1,1,2568,2,26,0,1,0,-1,0,0,1010
"599",2,1,1,2889,1,26,0,0,1,0,0,0,1000
"600",2,1,1,3210,2,26,0,0,0,-1,0,0,990
"601",2,1,2,321,1,4,0,20,-1,-1,0,0,620
"602",2,1,2,642,1,4,0,20,-1,-1,0,0,620
"603",2,1,2,963,2,4,0,50,-1,-1,0,0,1220
"604",2,1,2,1284,1,4,0,50,-1,-1,0,0,1070
"605",2,1,2,1605,2,4,0,0,-1,-1,0,0,470
"606",2,1,2,1926,2,4,0,5,-1,-1,0,0,550
"607",2,1,2,2247,1,4,0,45,-1,-1,0,0,1000
"608",2,1,2,2568,2,4,0,50,-1,-1,0,0,1220
"609",2,1,2,2889,2,4,0,0,-1,-1,0,0,470
"610",2,1,2,3210,1,4,0,0,-1,-1,0,0,320
"611",2,1,2,321,1,5,0,0,-1,-1,0,0,260
"612",2,1,2,642,1,5,0,15,-1,-1,0,0,490
"613",2,1,2,963,2,5,0,50,-1,-1,0,0,1250
"614",2,1,2,1284,1,5,0,50,-1,-1,0,0,1010
"615",2,1,2,1605,2,5,0,0,-1,-1,0,0,500
"616",2,1,2,1926,2,5,0,10,-1,-1,0,0,650
"617",2,1,2,2247,1,5,0,42,-1,-1,0,0,890
"618",2,1,2,2568,2,5,0,40,-1,-1,0,0,1100
"619",2,1,2,2889,2,5,0,0,-1,-1,0,0,500
"620",2,1,2,3210,1,5,0,40,-1,-1,0,0,860
"621",2,1,2,321,1,6,0,20,-1,-1,0,0,610
"622",2,1,2,642,1,6,0,20,-1,-1,0,0,610
"623",2,1,2,963,2,6,0,50,-1,-1,0,0,1350
"624",2,1,2,1284,1,6,0,50,-1,-1,0,0,1060
"625",2,1,2,1605,2,6,0,0,-1,-1,0,0,600
"626",2,1,2,1926,2,6,0,0,-1,-1,0,0,600
"627",2,1,2,2247,1,6,0,48,-1,-1,0,0,1030
"628",2,1,2,2568,2,6,0,30,-1,-1,0,0,1050
"629",2,1,2,2889,2,6,0,0,-1,-1,0,0,600
"630",2,1,2,3210,1,6,0,0,-1,-1,0,0,310
"631",2,1,2,321,1,7,0,5,-1,-1,0,0,400
"632",2,1,2,642,1,7,0,25,-1,-1,0,0,700
"633",2,1,2,963,2,7,0,50,-1,-1,0,0,1400
"634",2,1,2,1284,1,7,0,50,-1,-1,0,0,1070
"635",2,1,2,1605,2,7,0,0,-1,-1,0,0,650
"636",2,1,2,1926,2,7,0,0,-1,-1,0,0,650
"637",2,1,2,2247,1,7,0,45,-1,-1,0,0,1000
"638",2,1,2,2568,2,7,0,20,-1,-1,0,0,950
"639",2,1,2,2889,2,7,0,0,-1,-1,0,0,650
"640",2,1,2,3210,1,7,0,10,-1,-1,0,0,470
"641",2,1,2,321,1,8,0,50,-1,-1,0,0,880
"642",2,1,2,642,1,8,0,40,-1,-1,0,0,730
"643",2,1,2,963,2,8,0,50,-1,-1,0,0,1170
"644",2,1,2,1284,1,8,0,50,-1,-1,0,0,880
"645",2,1,2,1605,2,8,0,0,-1,-1,0,0,420
"646",2,1,2,1926,2,8,0,15,-1,-1,0,0,650
"647",2,1,2,2247,1,8,0,23,-1,-1,0,0,480
"648",2,1,2,2568,2,8,0,50,-1,-1,0,0,1170
"649",2,1,2,2889,2,8,0,0,-1,-1,0,0,420
"650",2,1,2,3210,1,8,0,10,-1,-1,0,0,280
"651",2,1,2,321,1,9,0,0,-1,-1,0,0,620
"652",2,1,2,642,1,9,0,10,-1,-1,0,0,770
"653",2,1,2,963,2,9,0,40,-1,-1,0,0,920
"654",2,1,2,1284,1,9,0,30,-1,-1,0,0,1070
"655",2,1,2,1605,2,9,0,0,-1,-1,0,0,320
"656",2,1,2,1926,2,9,0,50,-1,-1,0,0,1070
"657",2,1,2,2247,1,9,0,15,-1,-1,0,0,850
"658",2,1,2,2568,2,9,0,45,-1,-1,0,0,1000
"659",2,1,2,2889,2,9,0,0,-1,-1,0,0,320
"660",2,1,2,3210,1,9,0,20,-1,-1,0,0,920
"661",2,1,2,321,1,10,0,15,-1,-1,0,0,930
"662",2,1,2,642,1,10,0,15,-1,-1,0,0,930
"663",2,1,2,963,2,10,0,40,-1,-1,0,0,1150
"664",2,1,2,1284,1,10,0,20,-1,-1,0,0,1000
"665",2,1,2,1605,2,10,0,0,-1,-1,0,0,550
"666",2,1,2,1926,2,10,0,0,-1,-1,0,0,550
"667",2,1,2,2247,1,10,0,9,-1,-1,0,0,840
"668",2,1,2,2568,2,10,0,50,-1,-1,0,0,1300
"669",2,1,2,2889,2,10,0,0,-1,-1,0,0,550
"670",2,1,2,3210,1,10,0,0,-1,-1,0,0,700
"671",2,1,2,321,1,11,0,50,-1,-1,0,0,1370
"672",2,1,2,642,1,11,0,10,-1,-1,0,0,770
"673",2,1,2,963,2,11,0,40,-1,-1,0,0,1120
"674",2,1,2,1284,1,11,0,10,-1,-1,0,0,770
"675",2,1,2,1605,2,11,0,0,-1,-1,0,0,520
"676",2,1,2,1926,2,11,0,15,-1,-1,0,0,750
"677",2,1,2,2247,1,11,0,6,-1,-1,0,0,710
"678",2,1,2,2568,2,11,0,40,-1,-1,0,0,1120
"679",2,1,2,2889,2,11,0,0,-1,-1,0,0,520
"680",2,1,2,3210,1,11,0,0,-1,-1,0,0,620
"681",2,1,2,321,1,12,0,0,-1,-1,0,0,850
"682",2,1,2,642,1,12,0,15,-1,-1,0,0,1080
"683",2,1,2,963,2,12,0,40,-1,-1,0,0,1200
"684",2,1,2,1284,1,12,0,10,-1,-1,0,0,1000
"685",2,1,2,1605,2,12,0,0,-1,-1,0,0,600
"686",2,1,2,1926,2,12,0,0,-1,-1,0,0,600
"687",2,1,2,2247,1,12,0,4,-1,-1,0,0,910
"688",2,1,2,2568,2,12,0,40,-1,-1,0,0,1200
"689",2,1,2,2889,2,12,0,0,-1,-1,0,0,600
"690",2,1,2,3210,1,12,0,0,-1,-1,0,0,850
"691",2,1,2,321,1,13,0,0,-1,-1,0,0,790
"692",2,1,2,642,1,13,0,10,-1,-1,0,0,940
"693",2,1,2,963,2,13,0,50,-1,-1,0,0,1220
"694",2,1,2,1284,1,13,0,30,-1,-1,0,0,1240
"695",2,1,2,1605,2,13,0,0,-1,-1,0,0,470
"696",2,1,2,1926,2,13,0,10,-1,-1,0,0,620
"697",2,1,2,2247,1,13,0,2,-1,-1,0,0,820
"698",2,1,2,2568,2,13,0,45,-1,-1,0,0,1150
"699",2,1,2,2889,2,13,0,0,-1,-1,0,0,470
"700",2,1,2,3210,1,13,0,0,-1,-1,0,0,790
"701",2,1,2,321,1,17,0,15,0,-1,0,0,1040
"702",2,1,2,642,1,17,0,10,1,1,0,0,1220
"703",2,1,2,963,2,17,0,30,0,-1,0,1,0
"704",2,1,2,1284,1,17,0,10,-1,-1,0,0,970
"705",2,1,2,1605,2,17,0,0,1,0,0,0,750
"706",2,1,2,1926,2,17,0,0,0,-1,0,0,750
"707",2,1,2,2247,1,17,0,1,0,-1,0,0,830
"708",2,1,2,2568,2,17,0,20,1,30,1,0,1050
"709",2,1,2,2889,2,17,0,0,-1,-1,0,0,750
"710",2,1,2,3210,1,17,0,0,1,15,0,0,1070
"711",2,1,2,321,1,18,0,10,-1,-1,0,0,950
"712",2,1,2,642,1,18,0,10,0,-1,0,0,950
"713",2,1,2,963,2,18,0,30,1,0,0,0,1100
"714",2,1,2,1284,1,18,0,15,0,-1,0,0,1020
"715",2,1,2,1605,2,18,0,0,-1,-1,0,0,650
"716",2,1,2,1926,2,18,0,0,0,-1,0,0,650
"717",2,1,2,2247,1,18,0,5,1,10,0,0,1120
"718",2,1,2,2568,2,18,0,40,1,0,0,0,1250
"719",2,1,2,2889,2,18,0,0,0,-1,0,0,650
"720",2,1,2,3210,1,18,0,0,1,15,0,0,1050
"721",2,1,2,321,1,19,0,10,-1,-1,0,0,970
"722",2,1,2,642,1,19,0,15,0,-1,0,1,0
"723",2,1,2,963,2,19,0,25,0,-1,0,0,1100
"724",2,1,2,1284,1,19,0,10,0,-1,0,0,970
"725",2,1,2,1605,2,19,0,0,1,25,0,0,970
"726",2,1,2,1926,2,19,0,0,-1,-1,0,0,720
"727",2,1,2,2247,1,19,0,1,1,15,1,0,830
"728",2,1,2,2568,2,19,0,30,0,-1,0,0,1170
"729",2,1,2,2889,2,19,0,0,1,30,0,0,970
"730",2,1,2,3210,1,19,0,0,1,10,0,0,1070
"731",2,1,2,321,1,20,0,0,1,20,1,0,870
"732",2,1,2,642,1,20,0,5,0,-1,0,0,940
"733",2,1,2,963,2,20,0,30,-1,-1,0,0,1050
"734",2,1,2,1284,1,20,0,20,0,-1,0,1,0
"735",2,1,2,1605,2,20,0,0,0,-1,0,0,600
"736",2,1,2,1926,2,20,0,0,1,50,1,0,600
"737",2,1,2,2247,1,20,0,1,-1,-1,0,0,880
"738",2,1,2,2568,2,20,0,50,0,-1,0,1,0
"739",2,1,2,2889,2,20,0,0,1,0,0,0,600
"740",2,1,2,3210,1,20,0,0,1,5,0,0,1120
"741",2,1,2,321,1,21,0,15,0,-1,0,1,0
"742",2,1,2,642,1,21,0,5,1,0,0,0,720
"743",2,1,2,963,2,21,0,25,1,0,0,0,1050
"744",2,1,2,1284,1,21,0,50,-1,-1,0,0,1390
"745",2,1,2,1605,2,21,0,0,0,-1,0,0,670
"746",2,1,2,1926,2,21,0,0,-1,-1,0,0,670
"747",2,1,2,2247,1,21,0,1,1,15,1,0,660
"748",2,1,2,2568,2,21,0,40,0,-1,0,0,1270
"749",2,1,2,2889,2,21,0,0,1,40,0,0,920
"750",2,1,2,3210,1,21,0,0,0,-1,0,0,640
"751",2,1,2,321,1,22,0,5,0,-1,0,0,1000
"752",2,1,2,642,1,22,0,8,1,5,0,0,1300
"753",2,1,2,963,2,22,0,30,0,-1,0,0,1100
"754",2,1,2,1284,1,22,0,0,1,1,0,0,1180
"755",2,1,2,1605,2,22,0,0,1,30,0,0,900
"756",2,1,2,1926,2,22,0,0,-1,-1,0,0,650
"757",2,1,2,2247,1,22,0,1,0,-1,0,0,940
"758",2,1,2,2568,2,22,0,40,1,0,0,0,1250
"759",2,1,2,2889,2,22,0,0,0,-1,0,0,650
"760",2,1,2,3210,1,22,0,0,-1,-1,0,0,930
"761",2,1,2,321,1,23,0,5,1,5,0,0,1220
"762",2,1,2,642,1,23,0,5,0,-1,0,0,970
"763",2,1,2,963,2,23,0,25,1,40,1,0,800
"764",2,1,2,1284,1,23,0,10,0,-1,0,1,0
"765",2,1,2,1605,2,23,0,0,-1,-1,0,0,420
"766",2,1,2,1926,2,23,0,50,0,-1,0,1,0
"767",2,1,2,2247,1,23,0,1,1,10,1,0,910
"768",2,1,2,2568,2,23,0,40,0,-1,0,1,0
"769",2,1,2,2889,2,23,0,0,1,50,1,0,420
"770",2,1,2,3210,1,23,0,0,-1,-1,0,0,890
"771",2,1,2,321,1,24,0,5,0,-1,0,1,0
"772",2,1,2,642,1,24,0,4,0,-1,0,0,760
"773",2,1,2,963,2,24,0,25,0,-1,0,0,1000
"774",2,1,2,1284,1,24,0,50,1,5,1,0,1450
"775",2,1,2,1605,2,24,0,0,-1,-1,0,0,620
"776",2,1,2,1926,2,24,0,0,0,-1,0,0,620
"777",2,1,2,2247,1,24,0,1,1,4,0,0,960
"778",2,1,2,2568,2,24,0,50,1,0,0,0,1370
"779",2,1,2,2889,2,24,0,0,1,25,0,0,870
"780",2,1,2,3210,1,24,0,0,-1,-1,0,0,700
"781",2,1,2,321,1,25,0,5,-1,-1,0,0,970
"782",2,1,2,642,1,25,0,5,1,0,0,0,970
"783",2,1,2,963,2,25,0,25,-1,-1,0,0,1050
"784",2,1,2,1284,1,25,0,10,0,-1,0,1,0
"785",2,1,2,1605,2,25,0,0,0,-1,0,0,670
"786",2,1,2,1926,2,25,0,0,1,0,0,0,670
"787",2,1,2,2247,1,25,0,1,1,10,1,0,910
"788",2,1,2,2568,2,25,0,40,1,0,0,0,1270
"789",2,1,2,2889,2,25,0,0,0,-1,0,0,670
"790",2,1,2,3210,1,25,0,0,0,-1,0,0,890
"791",2,1,2,321,1,26,0,10,1,50,1,0,820
"792",2,1,2,642,1,26,0,4,0,-1,0,0,730
"793",2,1,2,963,2,26,0,30,0,-1,0,0,1100
"794",2,1,2,1284,1,26,0,50,0,-1,0,1,0
"795",2,1,2,1605,2,26,0,0,1,40,0,0,900
"796",2,1,2,1926,2,26,0,0,-1,-1,0,0,650
"797",2,1,2,2247,1,26,0,1,-1,-1,0,0,690
"798",2,1,2,2568,2,26,0,40,0,-1,0,0,1250
"799",2,1,2,2889,2,26,0,0,1,30,0,0,900
"800",2,1,2,3210,1,26,0,0,1,4,0,0,920
"801",3,2,1,321,1,4,0,30,-1,-1,0,0,540
"802",3,2,1,642,2,4,0,50,-1,-1,0,0,800
"803",3,2,1,963,2,4,0,40,-1,-1,0,0,650
"804",3,2,1,1284,1,4,0,15,-1,-1,0,0,320
"805",3,2,1,1605,2,4,0,50,-1,-1,0,0,800
"806",3,2,1,1926,2,4,0,0,-1,-1,0,0,50
"807",3,2,1,2247,1,4,0,50,-1,-1,0,0,840
"808",3,2,1,2568,1,4,0,36,-1,-1,0,0,630
"809",3,2,1,2889,2,4,0,50,-1,-1,0,0,800
"810",3,2,1,3210,1,4,0,50,-1,-1,0,0,840
"811",3,2,1,321,2,5,0,25,-1,-1,0,0,250
"812",3,2,1,642,2,5,0,50,-1,-1,0,0,620
