"","union","performance","framing","id","group","round","trial","overextraction","observer","overext_observed","report","punished","round_profit"
"813",3,2,1,963,1,5,0,30,-1,-1,0,0,560
"814",3,2,1,1284,2,5,0,50,-1,-1,0,0,620
"815",3,2,1,1605,2,5,0,50,-1,-1,0,0,620
"816",3,2,1,1926,1,5,0,2,-1,-1,0,0,140
"817",3,2,1,2247,1,5,0,50,-1,-1,0,0,860
"818",3,2,1,2568,2,5,0,50,-1,-1,0,0,620
"819",3,2,1,2889,1,5,0,50,-1,-1,0,0,860
"820",3,2,1,3210,1,5,0,45,-1,-1,0,0,790
"821",3,2,1,321,2,6,0,45,-1,-1,0,0,540
"822",3,2,1,642,2,6,0,40,-1,-1,0,0,460
"823",3,2,1,963,1,6,0,30,-1,-1,0,0,550
"824",3,2,1,1284,2,6,0,50,-1,-1,0,0,610
"825",3,2,1,1605,2,6,0,50,-1,-1,0,0,610
"826",3,2,1,1926,1,6,0,0,-1,-1,0,0,100
"827",3,2,1,2247,1,6,0,50,-1,-1,0,0,850
"828",3,2,1,2568,2,6,0,42,-1,-1,0,0,490
"829",3,2,1,2889,1,6,0,50,-1,-1,0,0,850
"830",3,2,1,3210,1,6,0,50,-1,-1,0,0,850
"831",3,2,1,321,1,7,0,20,-1,-1,0,0,530
"832",3,2,1,642,2,7,0,40,-1,-1,0,0,500
"833",3,2,1,963,2,7,0,30,-1,-1,0,0,350
"834",3,2,1,1284,2,7,0,50,-1,-1,0,0,650
"835",3,2,1,1605,1,7,0,50,-1,-1,0,0,980
"836",3,2,1,1926,1,7,0,0,-1,-1,0,0,230
"837",3,2,1,2247,2,7,0,50,-1,-1,0,0,650
"838",3,2,1,2568,1,7,0,33,-1,-1,0,0,730
"839",3,2,1,2889,2,7,0,50,-1,-1,0,0,650
"840",3,2,1,3210,1,7,0,50,-1,-1,0,0,980
"841",3,2,1,321,1,8,0,50,-1,-1,0,0,870
"842",3,2,1,642,1,8,0,50,-1,-1,0,0,870
"843",3,2,1,963,1,8,0,20,-1,-1,0,0,420
"844",3,2,1,1284,2,8,0,45,-1,-1,0,0,470
"845",3,2,1,1605,2,8,0,50,-1,-1,0,0,550
"846",3,2,1,1926,1,8,0,10,-1,-1,0,0,270
"847",3,2,1,2247,1,8,0,45,-1,-1,0,0,800
"848",3,2,1,2568,2,8,0,45,-1,-1,0,0,470
"849",3,2,1,2889,2,8,0,50,-1,-1,0,0,550
"850",3,2,1,3210,2,8,0,50,-1,-1,0,0,550
"851",3,2,1,321,2,9,0,50,-1,-1,0,0,750
"852",3,2,1,642,2,9,0,50,-1,-1,0,0,750
"853",3,2,1,963,1,9,0,50,-1,-1,0,0,550
"854",3,2,1,1284,1,9,0,50,-1,-1,0,0,550
"855",3,2,1,1605,2,9,0,50,-1,-1,0,0,750
"856",3,2,1,1926,2,9,0,0,-1,-1,0,0,0
"857",3,2,1,2247,1,9,0,48,-1,-1,0,0,520
"858",3,2,1,2568,1,9,0,41,-1,-1,0,0,420
"859",3,2,1,2889,1,9,0,50,-1,-1,0,0,550
"860",3,2,1,3210,2,9,0,50,-1,-1,0,0,750
"861",3,2,1,321,1,10,0,45,-1,-1,0,0,450
"862",3,2,1,642,2,10,0,50,-1,-1,0,0,900
"863",3,2,1,963,2,10,0,20,-1,-1,0,0,450
"864",3,2,1,1284,1,10,0,50,-1,-1,0,0,520
"865",3,2,1,1605,1,10,0,50,-1,-1,0,0,520
"866",3,2,1,1926,2,10,0,0,-1,-1,0,0,150
"867",3,2,1,2247,1,10,0,50,-1,-1,0,0,520
"868",3,2,1,2568,2,10,0,50,-1,-1,0,0,900
"869",3,2,1,2889,1,10,0,50,-1,-1,0,0,520
"870",3,2,1,3210,2,10,0,50,-1,-1,0,0,900
"871",3,2,1,321,2,11,0,50,-1,-1,0,0,650
"872",3,2,1,642,1,11,0,50,-1,-1,0,0,750
"873",3,2,1,963,1,11,0,50,-1,-1,0,0,750
"874",3,2,1,1284,2,11,0,20,-1,-1,0,0,200
"875",3,2,1,1605,1,11,0,50,-1,-1,0,0,750
"876",3,2,1,1926,1,11,0,0,-1,-1,0,0,0
"877",3,2,1,2247,2,11,0,50,-1,-1,0,0,650
"878",3,2,1,2568,1,11,0,50,-1,-1,0,0,750
"879",3,2,1,2889,2,11,0,50,-1,-1,0,0,650
"880",3,2,1,3210,2,11,0,50,-1,-1,0,0,650
"881",3,2,1,321,1,12,0,45,-1,-1,0,0,550
"882",3,2,1,642,1,12,0,50,-1,-1,0,0,620
"883",3,2,1,963,1,12,0,30,-1,-1,0,0,320
"884",3,2,1,1284,1,12,0,50,-1,-1,0,0,620
"885",3,2,1,1605,2,12,0,50,-1,-1,0,0,700
"886",3,2,1,1926,2,12,0,10,-1,-1,0,0,100
"887",3,2,1,2247,2,12,0,50,-1,-1,0,0,700
"888",3,2,1,2568,2,12,0,50,-1,-1,0,0,700
"889",3,2,1,2889,1,12,0,50,-1,-1,0,0,620
"890",3,2,1,3210,2,12,0,50,-1,-1,0,0,700
"891",3,2,1,321,1,13,0,50,-1,-1,0,0,700
"892",3,2,1,642,2,13,0,50,-1,-1,0,0,660
"893",3,2,1,963,2,13,0,20,-1,-1,0,0,210
"894",3,2,1,1284,2,13,0,50,-1,-1,0,0,660
"895",3,2,1,1605,2,13,0,50,-1,-1,0,0,660
"896",3,2,1,1926,1,13,0,10,-1,-1,0,0,100
"897",3,2,1,2247,1,13,0,50,-1,-1,0,0,700
"898",3,2,1,2568,1,13,0,50,-1,-1,0,0,700
"899",3,2,1,2889,1,13,0,50,-1,-1,0,0,700
"900",3,2,1,3210,2,13,0,48,-1,-1,0,0,630
"901",3,2,1,321,1,17,0,25,1,50,1,0,950
"902",3,2,1,642,2,17,0,50,1,50,0,0,1120
"903",3,2,1,963,1,17,0,10,0,-1,0,0,720
"904",3,2,1,1284,1,17,0,50,0,-1,0,1,0
"905",3,2,1,1605,2,17,0,50,0,-1,0,0,870
"906",3,2,1,1926,1,17,0,0,1,10,0,0,820
"907",3,2,1,2247,2,17,0,50,0,-1,0,0,870
"908",3,2,1,2568,2,17,0,25,1,50,0,0,750
"909",3,2,1,2889,1,17,0,0,-1,-1,0,0,570
"910",3,2,1,3210,2,17,0,0,-1,-1,0,0,120
"911",3,2,1,321,2,18,0,20,1,0,0,0,700
"912",3,2,1,642,1,18,0,50,1,0,0,0,820
"913",3,2,1,963,1,18,0,0,0,-1,0,0,70
"914",3,2,1,1284,2,18,0,50,-1,-1,0,0,1150
"915",3,2,1,1605,1,18,0,50,1,35,1,0,820
"916",3,2,1,1926,2,18,0,0,1,50,0,0,650
"917",3,2,1,2247,2,18,0,50,0,-1,0,0,1150
"918",3,2,1,2568,1,18,0,35,0,-1,0,1,0
"919",3,2,1,2889,2,18,0,0,0,-1,0,0,400
"920",3,2,1,3210,1,18,0,50,-1,-1,0,0,820
"921",3,2,1,321,1,19,0,0,1,45,0,0,760
"922",3,2,1,642,1,19,0,50,0,-1,0,0,1260
"923",3,2,1,963,2,19,0,10,1,50,1,0,350
"924",3,2,1,1284,2,19,0,50,0,-1,0,1,0
"925",3,2,1,1605,2,19,0,0,0,-1,0,0,200
"926",3,2,1,1926,1,19,0,2,1,50,0,0,790
"927",3,2,1,2247,2,19,0,50,-1,-1,0,0,950
"928",3,2,1,2568,1,19,0,45,0,-1,0,0,1190
"929",3,2,1,2889,1,19,0,0,-1,-1,0,0,510
"930",3,2,1,3210,2,19,0,50,1,0,0,0,950
"931",3,2,1,321,1,20,0,25,0,-1,0,0,750
"932",3,2,1,642,2,20,0,50,0,-1,0,1,0
"933",3,2,1,963,2,20,0,12,1,50,1,0,120
"934",3,2,1,1284,1,20,0,0,1,50,0,0,620
"935",3,2,1,1605,2,20,0,50,0,-1,0,0,690
"936",3,2,1,1926,1,20,0,8,-1,-1,0,0,490
"937",3,2,1,2247,2,20,0,50,-1,-1,0,0,690
"938",3,2,1,2568,1,20,0,42,1,25,0,0,1250
"939",3,2,1,2889,1,20,0,50,0,-1,0,0,1120
"940",3,2,1,3210,2,20,0,50,1,50,0,0,940
"941",3,2,1,321,2,21,0,25,1,50,1,0,500
"942",3,2,1,642,2,21,0,50,-1,-1,0,0,870
"943",3,2,1,963,1,21,0,11,1,50,1,0,130
"944",3,2,1,1284,1,21,0,50,1,45,0,0,970
"945",3,2,1,1605,1,21,0,50,-1,-1,0,0,720
"946",3,2,1,1926,2,21,0,0,1,50,0,0,370
"947",3,2,1,2247,2,21,0,50,0,-1,0,1,0
"948",3,2,1,2568,1,21,0,45,0,-1,0,0,640
"949",3,2,1,2889,2,21,0,50,0,-1,0,0,870
"950",3,2,1,3210,1,21,0,50,0,-1,0,1,0
"951",3,2,1,321,2,22,0,25,0,-1,0,1,0
"952",3,2,1,642,1,22,0,50,1,2,0,0,1390
"953",3,2,1,963,1,22,0,20,1,50,1,0,690
"954",3,2,1,1284,2,22,0,50,1,50,0,0,870
"955",3,2,1,1605,2,22,0,50,1,25,1,0,620
"956",3,2,1,1926,1,22,0,2,0,-1,0,0,420
"957",3,2,1,2247,2,22,0,50,-1,-1,0,0,620
"958",3,2,1,2568,2,22,0,50,0,-1,0,0,620
"959",3,2,1,2889,1,22,0,50,0,-1,0,1,0
"960",3,2,1,3210,1,22,0,0,-1,-1,0,0,390
"961",3,2,1,321,1,23,0,40,1,50,1,0,890
"962",3,2,1,642,2,23,0,50,1,50,0,0,950
"963",3,2,1,963,2,23,0,10,-1,-1,0,0,100
"964",3,2,1,1284,1,23,0,50,0,-1,0,1,0
"965",3,2,1,1605,2,23,0,50,1,50,1,0,700
"966",3,2,1,1926,1,23,0,2,1,50,1,0,320
"967",3,2,1,2247,2,23,0,50,0,-1,0,1,0
"968",3,2,1,2568,1,23,0,50,0,-1,0,1,0
"969",3,2,1,2889,2,23,0,50,0,-1,0,0,700
"970",3,2,1,3210,1,23,0,0,-1,-1,0,0,290
"971",3,2,1,321,2,24,0,20,0,-1,0,0,700
"972",3,2,1,642,1,24,0,50,0,-1,0,0,950
"973",3,2,1,963,1,24,0,10,0,-1,0,0,350
"974",3,2,1,1284,2,24,0,0,1,50,0,0,650
"975",3,2,1,1605,2,24,0,50,0,-1,0,0,1150
"976",3,2,1,1926,1,24,0,0,1,10,0,0,450
"977",3,2,1,2247,1,24,0,50,1,50,0,0,1200
"978",3,2,1,2568,1,24,0,50,-1,-1,0,0,950
"979",3,2,1,2889,2,24,0,50,1,20,0,0,1400
"980",3,2,1,3210,2,24,0,0,-1,-1,0,0,400
"981",3,2,1,321,1,25,0,15,0,-1,0,0,600
"982",3,2,1,642,1,25,0,50,0,-1,0,0,1120
"983",3,2,1,963,1,25,0,10,-1,-1,0,0,520
"984",3,2,1,1284,1,25,0,0,1,50,0,0,620
"985",3,2,1,1605,2,25,0,50,0,-1,0,0,740
"986",3,2,1,1926,2,25,0,2,0,-1,0,0,20
"987",3,2,1,2247,2,25,0,50,1,2,0,0,990
"988",3,2,1,2568,2,25,0,50,1,50,0,0,990
"989",3,2,1,2889,1,25,0,50,1,15,0,0,1370
"990",3,2,1,3210,2,25,0,50,-1,-1,0,0,740
"991",3,2,1,321,1,26,0,25,1,10,1,0,700
"992",3,2,1,642,2,26,0,50,1,50,0,0,750
"993",3,2,1,963,1,26,0,10,0,-1,0,1,0
"994",3,2,1,1284,1,26,0,50,0,-1,0,0,1070
"995",3,2,1,1605,1,26,0,50,1,50,0,0,1320
"996",3,2,1,1926,1,26,0,0,-1,-1,0,0,320
"997",3,2,1,2247,2,26,0,50,0,-1,0,0,500
"998",3,2,1,2568,2,26,0,50,1,50,0,0,750
"999",3,2,1,2889,2,26,0,50,-1,-1,0,0,500
"1000",3,2,1,3210,2,26,0,50,0,-1,0,0,500
"1001",3,2,2,321,2,4,0,30,-1,-1,0,0,730
"1002",3,2,2,642,1,4,0,20,-1,-1,0,0,370
"1003",3,2,2,963,2,4,0,2,-1,-1,0,0,310
"1004",3,2,2,1284,1,4,0,50,-1,-1,0,0,820
"1005",3,2,2,1605,1,4,0,25,-1,-1,0,0,450
"1006",3,2,2,1926,1,4,0,40,-1,-1,0,0,670
"1007",3,2,2,2247,2,4,0,50,-1,-1,0,0,1030
"1008",3,2,2,2568,1,4,0,50,-1,-1,0,0,820
"1009",3,2,2,2889,2,4,0,48,-1,-1,0,0,1000
"1010",3,2,2,3210,2,4,0,14,-1,-1,0,0,490
"1011",3,2,2,321,1,5,0,15,-1,-1,0,0,170
"1012",3,2,2,642,2,5,0,50,-1,-1,0,0,850
"1013",3,2,2,963,2,5,0,6,-1,-1,0,0,190
"1014",3,2,2,1284,1,5,0,50,-1,-1,0,0,700
"1015",3,2,2,1605,2,5,0,25,-1,-1,0,0,480
"1016",3,2,2,1926,1,5,0,50,-1,-1,0,0,700
"1017",3,2,2,2247,1,5,0,45,-1,-1,0,0,620
"1018",3,2,2,2568,1,5,0,50,-1,-1,0,0,700
"1019",3,2,2,2889,2,5,0,48,-1,-1,0,0,820
"1020",3,2,2,3210,2,5,0,50,-1,-1,0,0,850
"1021",3,2,2,321,1,6,0,20,-1,-1,0,0,320
"1022",3,2,2,642,2,6,0,50,-1,-1,0,0,810
"1023",3,2,2,963,2,6,0,8,-1,-1,0,0,180
"1024",3,2,2,1284,2,6,0,50,-1,-1,0,0,810
"1025",3,2,2,1605,1,6,0,25,-1,-1,0,0,400
"1026",3,2,2,1926,2,6,0,30,-1,-1,0,0,510
"1027",3,2,2,2247,1,6,0,50,-1,-1,0,0,770
"1028",3,2,2,2568,2,6,0,50,-1,-1,0,0,810
"1029",3,2,2,2889,1,6,0,50,-1,-1,0,0,770
"1030",3,2,2,3210,1,6,0,50,-1,-1,0,0,770
"1031",3,2,2,321,1,7,0,0,-1,-1,0,0,90
"1032",3,2,2,642,1,7,0,50,-1,-1,0,0,840
"1033",3,2,2,963,2,7,0,0,-1,-1,0,0,50
"1034",3,2,2,1284,1,7,0,40,-1,-1,0,0,690
"1035",3,2,2,1605,2,7,0,50,-1,-1,0,0,800
"1036",3,2,2,1926,1,7,0,50,-1,-1,0,0,840
"1037",3,2,2,2247,2,7,0,45,-1,-1,0,0,720
"1038",3,2,2,2568,2,7,0,50,-1,-1,0,0,800
"1039",3,2,2,2889,1,7,0,41,-1,-1,0,0,710
"1040",3,2,2,3210,2,7,0,45,-1,-1,0,0,720
"1041",3,2,2,321,2,8,0,20,-1,-1,0,0,510
"1042",3,2,2,642,2,8,0,50,-1,-1,0,0,960
"1043",3,2,2,963,2,8,0,8,-1,-1,0,0,330
"1044",3,2,2,1284,2,8,0,30,-1,-1,0,0,660
"1045",3,2,2,1605,1,8,0,25,-1,-1,0,0,290
"1046",3,2,2,1926,1,8,0,50,-1,-1,0,0,670
"1047",3,2,2,2247,1,8,0,50,-1,-1,0,0,670
"1048",3,2,2,2568,2,8,0,50,-1,-1,0,0,960
"1049",3,2,2,2889,1,8,0,46,-1,-1,0,0,610
"1050",3,2,2,3210,1,8,0,45,-1,-1,0,0,590
"1051",3,2,2,321,1,9,0,20,-1,-1,0,0,570
"1052",3,2,2,642,2,9,0,40,-1,-1,0,0,470
"1053",3,2,2,963,1,9,0,0,-1,-1,0,0,270
"1054",3,2,2,1284,2,9,0,40,-1,-1,0,0,470
"1055",3,2,2,1605,1,9,0,25,-1,-1,0,0,650
"1056",3,2,2,1926,1,9,0,50,-1,-1,0,0,1020
"1057",3,2,2,2247,2,9,0,50,-1,-1,0,0,620
"1058",3,2,2,2568,2,9,0,50,-1,-1,0,0,620
"1059",3,2,2,2889,1,9,0,50,-1,-1,0,0,1020
"1060",3,2,2,3210,2,9,0,45,-1,-1,0,0,550
"1061",3,2,2,321,1,10,0,30,-1,-1,0,0,730
"1062",3,2,2,642,2,10,0,50,-1,-1,0,0,570
"1063",3,2,2,963,1,10,0,9,-1,-1,0,0,410
"1064",3,2,2,1284,1,10,0,10,-1,-1,0,0,430
"1065",3,2,2,1605,2,10,0,35,-1,-1,0,0,350
"1066",3,2,2,1926,2,10,0,50,-1,-1,0,0,570
"1067",3,2,2,2247,2,10,0,50,-1,-1,0,0,570
"1068",3,2,2,2568,1,10,0,50,-1,-1,0,0,1030
"1069",3,2,2,2889,2,10,0,50,-1,-1,0,0,570
"1070",3,2,2,3210,1,10,0,45,-1,-1,0,0,950
"1071",3,2,2,321,2,11,0,40,-1,-1,0,0,620
"1072",3,2,2,642,1,11,0,50,-1,-1,0,0,770
"1073",3,2,2,963,1,11,0,0,-1,-1,0,0,20
"1074",3,2,2,1284,2,11,0,30,-1,-1,0,0,470
"1075",3,2,2,1605,2,11,0,35,-1,-1,0,0,550
"1076",3,2,2,1926,2,11,0,40,-1,-1,0,0,620
"1077",3,2,2,2247,1,11,0,50,-1,-1,0,0,770
"1078",3,2,2,2568,2,11,0,50,-1,-1,0,0,770
"1079",3,2,2,2889,1,11,0,50,-1,-1,0,0,770
"1080",3,2,2,3210,1,11,0,45,-1,-1,0,0,700
"1081",3,2,2,321,2,12,0,30,-1,-1,0,0,420
"1082",3,2,2,642,2,12,0,50,-1,-1,0,0,720
"1083",3,2,2,963,1,12,0,0,-1,-1,0,0,180
"1084",3,2,2,1284,1,12,0,20,-1,-1,0,0,480
"1085",3,2,2,1605,2,12,0,25,-1,-1,0,0,350
"1086",3,2,2,1926,2,12,0,50,-1,-1,0,0,720
"1087",3,2,2,2247,1,12,0,50,-1,-1,0,0,930
"1088",3,2,2,2568,2,12,0,50,-1,-1,0,0,720
"1089",3,2,2,2889,1,12,0,48,-1,-1,0,0,900
"1090",3,2,2,3210,1,12,0,45,-1,-1,0,0,860
"1091",3,2,2,321,2,13,0,35,-1,-1,0,0,400
"1092",3,2,2,642,2,13,0,50,-1,-1,0,0,620
"1093",3,2,2,963,1,13,0,5,-1,-1,0,0,150
"1094",3,2,2,1284,2,13,0,40,-1,-1,0,0,470
"1095",3,2,2,1605,1,13,0,35,-1,-1,0,0,600
"1096",3,2,2,1926,1,13,0,50,-1,-1,0,0,820
"1097",3,2,2,2247,2,13,0,50,-1,-1,0,0,620
"1098",3,2,2,2568,2,13,0,50,-1,-1,0,0,620
"1099",3,2,2,2889,1,13,0,50,-1,-1,0,0,820
"1100",3,2,2,3210,1,13,0,45,-1,-1,0,0,750
"1101",3,2,2,321,2,17,0,30,-1,-1,0,0,370
"1102",3,2,2,642,1,17,0,30,1,16,1,0,840
"1103",3,2,2,963,1,17,0,0,-1,-1,0,0,390
"1104",3,2,2,1284,2,17,0,40,0,-1,0,0,520
"1105",3,2,2,1605,1,17,0,25,1,50,1,0,770
"1106",3,2,2,1926,1,17,0,50,0,-1,0,1,0
"1107",3,2,2,2247,2,17,0,50,1,40,0,0,920
"1108",3,2,2,2568,2,17,0,50,0,-1,0,0,670
"1109",3,2,2,2889,1,17,0,16,0,-1,0,1,0
"1110",3,2,2,3210,2,17,0,45,1,50,0,0,850
"1111",3,2,2,321,2,18,0,15,-1,-1,0,0,460
"1112",3,2,2,642,1,18,0,50,1,50,1,0,860
"1113",3,2,2,963,1,18,0,2,0,-1,0,0,140
"1114",3,2,2,1284,2,18,0,40,1,50,1,0,830
"1115",3,2,2,1605,1,18,0,25,1,2,0,0,740
"1116",3,2,2,1926,1,18,0,50,0,-1,0,1,0
"1117",3,2,2,2247,1,18,0,50,-1,-1,0,0,860
"1118",3,2,2,2568,2,18,0,50,0,-1,0,1,0
"1119",3,2,2,2889,2,18,0,3,1,45,1,0,280
"1120",3,2,2,3210,2,18,0,45,0,-1,0,1,0
"1121",3,2,2,321,2,19,0,10,1,50,0,0,530
"1122",3,2,2,642,1,19,0,50,0,-1,0,1,0
"1123",3,2,2,963,1,19,0,0,-1,-1,0,0,120
"1124",3,2,2,1284,2,19,0,50,-1,-1,0,0,880
"1125",3,2,2,1605,1,19,0,35,1,50,1,0,650
"1126",3,2,2,1926,2,19,0,50,1,14,0,0,1130
"1127",3,2,2,2247,2,19,0,50,0,-1,0,0,880
"1128",3,2,2,2568,1,19,0,50,0,-1,0,1,0
"1129",3,2,2,2889,1,19,0,40,1,50,1,0,720
"1130",3,2,2,3210,2,19,0,14,0,-1,0,0,340
"1131",3,2,2,321,2,20,0,15,1,50,0,0,930
"1132",3,2,2,642,2,20,0,0,-1,-1,0,0,450
"1133",3,2,2,963,1,20,0,0,-1,-1,0,0,300
"1134",3,2,2,1284,2,20,0,30,1,14,1,0,900
"1135",3,2,2,1605,1,20,0,25,0,-1,0,1,0
"1136",3,2,2,1926,1,20,0,50,1,25,1,0,1050
"1137",3,2,2,2247,1,20,0,50,1,14,0,0,1300
"1138",3,2,2,2568,2,20,0,50,0,-1,0,0,1200
"1139",3,2,2,2889,2,20,0,14,0,-1,0,1,0
"1140",3,2,2,3210,1,20,0,14,0,-1,0,0,510
"1141",3,2,2,321,1,21,0,15,1,50,0,0,810
"1142",3,2,2,642,1,21,0,50,0,-1,0,0,1080
"1143",3,2,2,963,2,21,0,3,1,50,0,0,320
"1144",3,2,2,1284,1,21,0,40,1,14,1,0,930
"1145",3,2,2,1605,2,21,0,42,0,-1,0,1,0
"1146",3,2,2,1926,2,21,0,50,1,42,1,0,770
"1147",3,2,2,2247,2,21,0,50,0,-1,0,0,770
"1148",3,2,2,2568,2,21,0,50,-1,-1,0,0,770
"1149",3,2,2,2889,1,21,0,14,0,-1,0,1,0
"1150",3,2,2,3210,1,21,0,14,-1,-1,0,0,540
"1151",3,2,2,321,2,22,0,15,1,50,0,0,650
"1152",3,2,2,642,2,22,0,50,0,-1,0,0,920
"1153",3,2,2,963,2,22,0,0,1,50,0,0,420
"1154",3,2,2,1284,1,22,0,20,0,-1,0,1,0
"1155",3,2,2,1605,1,22,0,25,1,50,1,0,800
"1156",3,2,2,1926,2,22,0,50,0,-1,0,0,920
"1157",3,2,2,2247,2,22,0,50,-1,-1,0,0,920
"1158",3,2,2,2568,1,22,0,50,0,-1,0,1,0
"1159",3,2,2,2889,1,22,0,6,1,20,1,0,510
"1160",3,2,2,3210,1,22,0,14,-1,-1,0,0,630
"1161",3,2,2,321,1,23,0,35,1,50,0,0,890
"1162",3,2,2,642,1,23,0,50,0,-1,0,0,870
"1163",3,2,2,963,2,23,0,8,0,-1,0,0,310
"1164",3,2,2,1284,2,23,0,40,1,8,0,0,1040
"1165",3,2,2,1605,1,23,0,35,0,-1,0,0,640
"1166",3,2,2,1926,2,23,0,50,0,-1,0,0,940
"1167",3,2,2,2247,2,23,0,50,1,50,0,0,1190
"1168",3,2,2,2568,1,23,0,50,1,35,0,0,1120
"1169",3,2,2,2889,1,23,0,6,-1,-1,0,0,210
"1170",3,2,2,3210,2,23,0,14,-1,-1,0,0,400
"1171",3,2,2,321,1,24,0,35,0,-1,0,0,450
"1172",3,2,2,642,2,24,0,50,1,9,1,0,950
"1173",3,2,2,963,2,24,0,0,-1,-1,0,0,200
"1174",3,2,2,1284,1,24,0,50,-1,-1,0,0,670
"1175",3,2,2,1605,1,24,0,35,1,35,0,0,700
"1176",3,2,2,1926,2,24,0,50,1,50,1,0,950
"1177",3,2,2,2247,1,24,0,50,0,-1,0,0,670
"1178",3,2,2,2568,2,24,0,50,0,-1,0,1,0
"1179",3,2,2,2889,2,24,0,9,0,-1,0,1,0
"1180",3,2,2,3210,1,24,0,45,1,50,0,0,850
"1181",3,2,2,321,1,25,0,35,1,50,0,0,770
"1182",3,2,2,642,1,25,0,50,0,-1,0,0,750
"1183",3,2,2,963,2,25,0,0,1,45,0,0,500
"1184",3,2,2,1284,1,25,0,30,-1,-1,0,0,450
"1185",3,2,2,1605,1,25,0,35,1,50,0,0,770
"1186",3,2,2,1926,2,25,0,50,0,-1,0,0,1000
"1187",3,2,2,2247,1,25,0,50,0,-1,0,0,750
"1188",3,2,2,2568,2,25,0,50,1,50,0,0,1250
"1189",3,2,2,2889,2,25,0,5,-1,-1,0,0,320
"1190",3,2,2,3210,2,25,0,45,0,-1,0,0,920
"1191",3,2,2,321,2,26,0,35,1,50,0,0,770
"1192",3,2,2,642,1,26,0,50,-1,-1,0,0,980
"1193",3,2,2,963,1,26,0,2,1,6,0,0,510
"1194",3,2,2,1284,2,26,0,30,0,-1,0,0,450
"1195",3,2,2,1605,2,26,0,35,1,30,0,0,770
"1196",3,2,2,1926,2,26,0,50,-1,-1,0,0,750
"1197",3,2,2,2247,2,26,0,50,0,-1,0,0,750
"1198",3,2,2,2568,1,26,0,50,1,45,0,0,1230
"1199",3,2,2,2889,1,26,0,6,0,-1,0,0,320
"1200",3,2,2,3210,1,26,0,45,0,-1,0,0,910
"1201",4,2,1,321,2,4,0,0,-1,-1,0,0,650
"1202",4,2,1,642,1,4,0,0,-1,-1,0,0,690
"1203",4,2,1,963,1,4,0,2,-1,-1,0,0,720
"1204",4,2,1,1284,1,4,0,0,-1,-1,0,0,690
"1205",4,2,1,1605,1,4,0,30,-1,-1,0,0,1140
"1206",4,2,1,1926,1,4,0,30,-1,-1,0,0,1140
"1207",4,2,1,2247,2,4,0,25,-1,-1,0,0,1020
"1208",4,2,1,2568,2,4,0,10,-1,-1,0,0,800
"1209",4,2,1,2889,2,4,0,35,-1,-1,0,0,1170
"1210",4,2,1,3210,2,4,0,0,-1,-1,0,0,650
"1211",4,2,1,321,2,5,0,0,-1,-1,0,0,880
